"consulta","cliques","impressoes","ctr","posicao"
"estacionamentos em viracopos campinas","0","46","0.00","3.89"
"estacionamentos gru","0","94","0.00","60.06"
"estacionamentos guarulhos","0","316","0.00","55.84"
"estacionamentos guarulhos aeroporto","0","93","0.00","54.20"
"estacionamentos indigo","0","12","0.00","39.75"
"estacionamentos interlagos","0","1","0.00","2.00"
"estacionamentos lisboa","0","1","0.00","12.00"
"estacionamentos mais próximos","0","150","0.00","64.77"
"estacionamentos no aeroporto de confins","0","4","0.00","6.50"
"estacionamentos no aeroporto de congonhas","0","66","0.00","27.05"
"estacionamentos no aeroporto de viracopos","0","68","0.00","3.75"
"estacionamentos no porto de santos","0","3","0.00","1.00"
"estacionamentos perto","0","2","0.00","12.00"
"estacionamentos perto aeroporto guarulhos","0","38","0.00","46.05"
"estacionamentos perto de confins","0","10","0.00","12.10"
"estacionamentos perto de congonhas","0","55","0.00","22.33"
"estacionamentos perto de mim dentro de 400 m","0","1","0.00","9.00"
"estacionamentos perto do aeroporto","0","71","0.00","22.11"
"estacionamentos perto do aeroporto de confins","0","227","0.00","24.16"
"estacionamentos perto do aeroporto salgado filho","0","1","0.00","15.00"
"estacionamentos por perto","0","2","0.00","6.00"
"estacionamentos porto de santos","0","1","0.00","1.00"
"estacionamentos privados","0","1","0.00","10.00"
"estacionamentos proximo aeroporto guarulhos","0","150","0.00","56.27"
"estacionamentos proximo ao aeroporto afonso pena","0","3","0.00","11.67"
"estacionamentos proximo ao aeroporto de curitiba","0","24","0.00","8.08"
"estacionamentos proximos","0","38","0.00","16.42"
"estacionamentos proximos a mim","0","2","0.00","6.00"
"estacionamentos proximos a viracopos","0","25","0.00","8.40"
"estacionamentos proximos aeroporto viracopos","0","2","0.00","6.50"
"estacionamentos proximos ao aeroporto confins","0","15","0.00","7.67"
"estacionamentos proximos ao aeroporto de confins","0","117","0.00","37.15"
"estacionamentos proximos ao aeroporto de congonhas","0","4","0.00","11.25"
"estacionamentos proximos ao aeroporto de guarulhos","0","29","0.00","36.34"
"estacionamentos proximos ao aeroporto de salvador","0","6","0.00","9.17"
"estacionamentos proximos ao aeroporto viracopos","0","7","0.00","4.00"
"estacionamentos próximo","0","5","0.00","30.60"
"estacionamentos próximo a mim","0","2","0.00","8.00"
"estacionamentos próximo aeroporto de confins","0","17","0.00","10.82"
"estacionamentos próximo ao aeroporto de confins","0","63","0.00","7.30"
"estacionamentos próximo ao aeroporto de congonhas","0","34","0.00","11.29"
"estacionamentos próximo ao aeroporto de guarulhos","0","108","0.00","38.91"
"estacionamentos próximos","0","174","0.00","32.95"
"estacionamentos próximos a mim","0","5","0.00","25.60"
"estacionamentos próximos ao aeroporto de florianópolis","0","4","0.00","6.00"
"estacionamentos próximos ao aeroporto de guarulhos","0","833","0.00","29.43"
"estacionamentos próximos de mim","0","1","0.00","56.00"
"estacionamentos rio de janeiro","0","1","0.00","7.00"
"estacionamiento aeropuerto foz","0","2","0.00","69.00"
"estacionamiento anticipado","0","1","0.00","11.00"
"estacionamiento cerca de mi","0","2","0.00","7.50"
"estacionamiento cerca del centro histórico","0","1","0.00","11.00"
"estacionamiento en rio de janeiro","0","1","0.00","55.00"
"estacionamneto","0","1","0.00","11.00"
"estacionamneto aeroporto","0","13","0.00","9.46"
"estacionamneto confins","0","2","0.00","33.50"
"estacionamneto perto de mim","0","2","0.00","11.50"
"estacionamnto","0","1","0.00","4.00"
"estacionamwnro","0","1","0.00","11.00"
"estacionamwnto aeroporto","0","1","0.00","11.00"
"estacionar","0","1","0.00","1.00"
"estacionar aeroporto","0","31","0.00","45.87"
"estacionar aeroporto confins","0","11","0.00","1.09"
"estacionar aeroporto congonhas","0","353","0.00","33.37"
"estacionar aeroporto curitiba","0","48","0.00","9.96"
"estacionar aeroporto de lisboa","0","6","0.00","56.17"
"estacionar aeroporto faro","0","94","0.00","54.30"
"estacionar aeroporto guarulhos","0","203","0.00","59.27"
"estacionar aeroporto lisboa","0","192","0.00","52.68"
"estacionar aeroporto viracopos","0","5","0.00","3.20"
"estacionar aeropuerto","0","1","0.00","6.00"
"estacionar carro aeroporto lisboa","0","136","0.00","61.32"
"estacionar congonhas","0","266","0.00","46.60"
"estacionar em guarulhos","0","9","0.00","41.11"
"estacionar em viracopos","0","3","0.00","1.33"
"estacionar guarulhos","0","31","0.00","66.35"
"estacionar no aeroporto de congonhas","0","4","0.00","1.00"
"estacionar no aeroporto de lisboa","0","144","0.00","56.48"
"estacionar no aeroporto lisboa","0","4","0.00","55.00"
"estacionar no aeroporto salgado filho","0","4","0.00","9.25"
"estacionar no porto","0","1","0.00","78.00"
"estacionar viracopos","0","329","0.00","39.53"
"estacione aeroporto guarulhos","0","288","0.00","61.61"
"estacione e voe guarulhos","0","79","0.00","58.59"
"estacione guarulhos","0","7","0.00","46.29"
"estacione tietê","0","73","0.00","18.45"
"estacionmento","0","2","0.00","3.50"
"estacuonamento","0","1","0.00","1.00"
"estamos de carro alugado","0","1","0.00","1.00"
"estapar","0","18","0.00","8.22"
"estapar aeroporto","0","23","0.00","14.48"
"estapar aeroporto brasilia","0","32","0.00","38.97"
"estapar aeroporto brasília","0","105","0.00","37.53"
"estapar aeroporto campinas","0","2","0.00","1.00"
"estapar aeroporto confins","0","148","0.00","36.93"
"estapar aeroporto congonhas","0","38","0.00","48.82"
"estapar aeroporto curitiba telefone","0","8","0.00","12.63"
"estapar aeroporto de brasilia","0","78","0.00","43.21"
"estapar aeroporto de confins","0","4","0.00","9.25"
"estapar aeroporto de congonhas","0","2","0.00","4.00"
"estapar aeroporto de guarulhos","0","2","0.00","60.00"
"estapar aeroporto de viracopos (vcp) fotos","0","11","0.00","3.18"
"estapar aeroporto galeao","0","48","0.00","10.38"
"estapar aeroporto guarulhos","0","99","0.00","45.09"
"estapar aeroporto joao pessoa","0","1","0.00","9.00"
"estapar aeroporto joão pessoa","0","20","0.00","20.80"
"estapar aeroporto lagoa santa","0","7","0.00","1.29"
"estapar aeroporto londrina","0","14","0.00","23.36"
"estapar aeroporto maceio","0","121","0.00","18.69"
"estapar aeroporto porto alegre","0","73","0.00","51.22"
"estapar aeroporto recife","0","201","0.00","23.43"
"estapar aeroporto recife telefone","0","3","0.00","12.00"
"estapar aeroporto salgado filho","0","101","0.00","37.48"
"estapar aeroporto santos dumont","0","1","0.00","28.00"
"estapar aeroporto viracopos","0","17","0.00","8.29"
"estapar aeroporto vitoria","0","9","0.00","1.00"
"estapar afonso pena","0","1300","0.00","12.01"
"estapar brasilia","0","5","0.00","63.00"
"estapar campinas","0","6","0.00","42.67"
"estapar campinas viracopos","0","4","0.00","15.50"
"estapar cgh","0","12","0.00","48.50"
"estapar confins","0","441","0.00","23.10"
"estapar confins endereço","0","7","0.00","8.00"
"estapar confins telefone","0","24","0.00","29.92"
"estapar congonhas preço","0","25","0.00","43.80"
"estapar congonhas tabela de preços","0","1","0.00","27.00"
"estapar congonhas valor","0","11","0.00","58.73"
"estapar curitiba","0","27","0.00","30.19"
"estapar economico viracopos","0","3","0.00","17.33"
"estapar edificio garagem viracopos","0","3","0.00","17.67"
"estapar estacionamento","0","3","0.00","12.33"
"estapar estacionamento aeroporto","0","3","0.00","25.00"
"estapar estacionamento aeroporto confins","0","21","0.00","34.05"
"estapar estacionamento aeroporto de congonhas","0","9","0.00","61.11"
"estapar estacionamento aeroporto porto alegre","0","1","0.00","70.00"
"estapar estacionamento campinas","0","2","0.00","24.50"
"estapar estacionamento confins","0","48","0.00","32.58"
"estapar estacionamento congonhas","0","7","0.00","46.86"
"estapar estacionamento galeao","0","16","0.00","8.94"
"estapar estacionamento guarulhos","0","1","0.00","3.00"
"estapar estacionamento joão pessoa","0","1","0.00","27.00"
"estapar estacionamento navegantes","0","2","0.00","5.00"
"estapar estacionamento valor","0","4","0.00","9.00"
"estapar estacionamento viracopos","0","37","0.00","49.76"
"estapar estacionamentos - edifício-garagem - terminal 2 galeão","0","13","0.00","5.46"
"estapar estacionamentos aeroporto confins","0","14","0.00","16.21"
"estapar estacionamentos aeroporto de congonhas (cgh)","0","43","0.00","42.63"
"estapar estacionamentos aeroporto de congonhas (cgh) fotos","0","7","0.00","5.00"
"estapar estacionamentos aeroporto de congonhas cgh","0","1","0.00","30.00"
"estapar estacionamentos aeroporto de natal (nat)","0","1","0.00","3.00"
"estapar estacionamentos aeroporto de viracopos (vcp)","0","5","0.00","1.60"
"estapar estacionamentos fotos","0","2","0.00","1.50"
"estapar estacionamentos valor","0","16","0.00","10.75"
"estapar galeão","0","365","0.00","11.99"
"estapar galeão telefone","0","58","0.00","9.57"
"estapar gold aeroporto curitiba","0","12","0.00","11.75"
"estapar gru","0","3","0.00","1.00"
"estapar guarulhos","0","7","0.00","34.86"
"estapar guarulhos aeroporto","0","59","0.00","43.14"
"estapar guarulhos terminal 3","0","5","0.00","5.80"
"estapar joao pessoa","0","1","0.00","8.00"
"estapar joao pessoa aeroporto","0","3","0.00","19.00"
"estapar joão pessoa","0","16","0.00","30.44"
"estapar joão pessoa telefone","0","2","0.00","48.50"
"estapar lagoa santa","0","2","0.00","15.50"
"estapar maceio","0","1","0.00","39.00"
"estapar navegantes","0","3","0.00","3.00"
"estapar perto de mim","0","1","0.00","3.00"
"estapar preço","0","11","0.00","6.82"
"estapar recife","0","44","0.00","47.34"
"estapar recife aeroporto","0","6","0.00","46.50"
"estapar reserva","0","7","0.00","10.71"
"estapar reserva congonhas","0","1","0.00","4.00"
"estapar reserva galeao","0","1","0.00","5.00"
"estapar reserva viracopos","0","2","0.00","10.50"
"estapar salgado filho","0","77","0.00","54.38"
"estapar santos dumont","0","54","0.00","21.24"
"estapar shopping internacional","0","2","0.00","1.00"
"estapar valor","0","2","0.00","4.00"
"estapar valores","0","4","0.00","8.75"
"estapar vcp","0","6","0.00","9.00"
"estapar viracopos campinas","0","7","0.00","11.00"
"estapar viracopos preço","0","44","0.00","7.14"
"estapar viracopos telefone","0","41","0.00","21.95"
"estapar/zul+","0","2","0.00","1.00"
"estarte parking congonhas","0","3","0.00","9.33"
"estarte parking facilities congonhas","0","11","0.00","9.27"
"estavionamento","0","3","0.00","6.67"
"estavionamento aeroporto","0","33","0.00","7.82"
"estavionamento aeroporto confins","0","1","0.00","13.00"
"estavionamento aeroporto congonhas","0","3","0.00","1.67"
"estavionamento aeroporto curitiba","0","29","0.00","11.76"
"estavionamento aeroporto de guarulhos","0","3","0.00","8.00"
"estavionamento aeroporto guarulhos","0","37","0.00","49.89"
"estavionamento aeroporto recife","0","14","0.00","10.00"
"estavionamento confins","0","5","0.00","10.40"
"estavionamento galeao","0","2","0.00","11.50"
"estavionamento gru","0","14","0.00","50.57"
"estavionamento guarulhos","0","28","0.00","65.54"
"estavionamento perto","0","1","0.00","5.00"
"estavionamento perto de mim","0","5","0.00","41.40"
"estavionamento proximo","0","7","0.00","9.71"
"estavionamento viracopos","0","81","0.00","5.85"
"estaçao portuguesa tiete","0","1","0.00","42.00"
"estaçao tiete","0","2","0.00","48.50"
"estação aeroporto","0","1","0.00","12.00"
"estação aeroporto congonhas","0","2","0.00","2.50"
"estação aeroporto guarulhos mapa","0","2","0.00","14.50"
"estação afonso pena","0","7","0.00","13.29"
"estação cptm guarulhos","0","1","0.00","1.00"
"estação de trem guarulhos","0","1","0.00","1.00"
"estação guarulhos cecap","0","1","0.00","1.00"
"estação taboão guarulhos","0","1","0.00","1.00"
"estação tiete","0","3","0.00","59.33"
"estação tietê são paulo","0","1","0.00","48.00"
"estou aqui","0","1","0.00","3.00"
"estou preocupado em deixar meu carro na rua por vários dias enquanto viajo, o que fazer em campinas?","0","3","0.00","13.00"
"estácionamento aeroporto guarulhos","0","1","0.00","1.00"
"etawcionamento aeroporto curitiba","0","2","0.00","1.00"
"eu queria saber quanto custa","0","1","0.00","1.00"
"eu quero","0","1","0.00","3.00"
"euro parking estacionamento low cost","0","4","0.00","87.25"
"europark estacionamento","0","15","0.00","50.53"
"europcar aeroporto guarulhos","0","11","0.00","57.00"
"europorto de lisboa","0","3","0.00","11.00"
"europorto lisboa","0","1","0.00","1.00"
"executive park","0","1","0.00","38.00"
"existe algum outro?","0","1","0.00","2.00"
"existe metro no aeroporto de guarulhos","0","1","0.00","1.00"
"exp parking atibaia","0","1","0.00","50.00"
"experiência de reservas online","0","7","0.00","93.57"
"expres park","0","1","0.00","8.00"
"express airport parking","0","1","0.00","49.00"
"express car wash","0","1","0.00","1.00"
"express estacionamento","0","13","0.00","8.77"
"express park congonhas","0","39","0.00","4.85"
"express park estacionamento","0","83","0.00","13.55"
"express park north","0","5","0.00","45.20"
"express parking congonhas reclame aqui","0","1","0.00","9.00"
"express parking congonhas – sp","0","21","0.00","4.05"
"expresso aeroporto","0","1","0.00","3.00"
"expresspark","0","3","0.00","33.33"
"expressparking","0","15","0.00","8.60"
"externa","0","1","0.00","5.00"
"f parking","0","2","0.00","12.50"
"facility congonhas","0","141","0.00","9.77"
"facility estacionamento","0","69","0.00","15.59"
"facility estacionamento aeroporto de congonhas (cgh)","0","48","0.00","9.63"
"facility estacionamento aeroporto de congonhas cgh","0","57","0.00","33.70"
"facility park","0","2","0.00","11.50"
"facpark","0","1","0.00","51.00"
"famoso aeroporto de sp cujo código é cgh","0","1","0.00","1.00"
"farmacia aeroporto afonso pena","0","3","0.00","5.33"
"farmacia aeroporto de guarulhos","0","1","0.00","3.00"
"farmacia aeroporto humberto delgado","0","1","0.00","15.00"
"farmacia dentro do aeroporto de viracopos","0","1","0.00","1.00"
"farmacia terminal 3 gru","0","1","0.00","3.00"
"farmacia viracopos","0","1","0.00","15.00"
"faro chegadas parque long term","0","1","0.00","26.00"
"faro parken","0","1","0.00","44.00"
"faro parking","0","3","0.00","51.67"
"fast park","0","1","0.00","52.00"
"fast park estacionamento","0","8","0.00","50.13"
"fast sleep guarulhos","0","3","0.00","5.00"
"fastpark","0","2","0.00","51.50"
"fazer uma simulação","0","1","0.00","2.00"
"fica aonde?","0","1","0.00","8.00"
"ficar uma semana","0","1","0.00","4.00"
"figo maduro aeroporto","0","1","0.00","2.00"
"file park","0","4","0.00","56.75"
"fkypark","0","1","0.00","6.00"
"fla park estacionamento","0","1","0.00","80.00"
"flag park viracopos","0","30","0.00","9.33"
"flat aeroporto congonhas","0","1","0.00","3.00"
"flaypark","0","12","0.00","6.67"
"flikpark","0","5","0.00","5.40"
"flipark","0","1","0.00","57.00"
"flora park estacionamentos","0","1","0.00","52.00"
"flpark","0","1","0.00","5.00"
"flughafen parken","0","1","0.00","82.00"
"flupark","0","6","0.00","6.67"
"fly estacionamento guarulhos","0","15","0.00","10.07"
"fly park","0","16","0.00","63.06"
"fly park estacionamento","0","100","0.00","57.03"
"fly park estacionamento aeroporto guarulhos fotos","0","2","0.00","21.50"
"fly park estacionamento guarulhos","0","177","0.00","23.80"
"fly park guarulhos","0","196","0.00","28.19"
